2025-05-06 14:18:36 68, 180, 90.4, 0.0, 0.0,0.0,   0, 0.0,   0
2025-05-06 14:19:07 68, 180, 90.4, 17.0, 2.7,62.4,  18, 60.8, 1890
2025-05-06 14:20:00 68, 180, 90.4, 17.3, 2.8,62.4,  18, 60.5, 1890
2025-05-06 17:19:00 68, 180, 90.7, 0.0, 0.0,0.0,   0, 0.0,   0
